 RSI    RSI1   RSI2   Heik                    Heik2
 0.0    0.0    0.0    -0.30751336611494184    0.05663993443683557
 0.0    0.0    0.0    -0.30751336611494184    0.05663993443683557
 0.0    0.0    0.0    -0.30751336611494184    0.05663993443683557
 0.0    0.0    0.0    -0.30751336611494184    0.05663993443683557
 0.0    0.0    0.0    -0.30751336611494184    0.05663993443683557
 0.0    0.0    0.0    -0.30751336611494184    0.05663993443683557
 0.0    0.0    0.0    -0.30751336611494184    0.05663993443683557
 0.0    0.0    0.0    -0.30751336611494184    0.05663993443683557
 0.0    0.0    0.0    -0.30751336611494184    0.05663993443683557
 0.0    0.0    0.0    -0.30751336611494184    0.05663993443683557
 0.0    0.0    0.0    -0.30751336611494184    0.05663993443683557
 0.0    0.0    0.0    -0.30751336611494184    0.05663993443683557
 0.0    0.0    0.0    -0.30751336611494184    0.05663993443683557
 0.0    0.0    0.0    -0.30751336611494184    0.05663993443683557
 0.027485293050467874    0.0    0.0    -0.30751336611494184    0.05663993443683557
 6.281819149933476    0.0    0.0    -0.30751336611494184    0.05663993443683557
 -0.7935638106445921    0.0    0.0    -0.30751336611494184    0.05663993443683557
 4.596949082329601    0.0    0.0    -0.30751336611494184    0.05663993443683557
 5.56851465159253    0.0    0.0    -0.30751336611494184    0.05663993443683557
 11.720050312899076    0.0    0.0    -0.30751336611494184    0.05663993443683557
 16.981912094403967    0.0    0.0    -0.30751336611494184    0.05663993443683557
 18.210966568009468    0.0    0.0    -0.30751336611494184    0.05663993443683557
 14.660231333214895    0.0    0.0    -0.30751336611494184    0.05663993443683557
 12.55611480476069    -0.7809248292211901    0.0    -0.30751336611494184    0.05663993443683557
 12.55611480476069    -0.9547843730941024    -0.17385954387291225    -0.30751336611494184    0.05663993443683557
 3.417091375369644    -2.553757354095681    -1.5989729810015785    -0.30751336611494184    0.05663993443683557
 3.98928529873249    -2.524464064377316    0.029293289718364868    -0.30751336611494184    0.05663993443683557
 4.200626253685456    -2.0221378708004583    0.5023261935768577    -0.30751336611494184    0.05663993443683557
 4.336155521524496    -1.3416973831743144    0.6804404876261438    -0.30751336611494184    0.05663993443683557
 6.404678772841002    -0.33762038887538814    1.0040769942989263    -0.30751336611494184    0.05663993443683557
 -3.913764291296097    -1.2528440171606299    -0.9152236282852417    -0.30751336611494184    0.05663993443683557
 1.056327662625769    -0.26696220565487394    0.9858818115057559    -0.30751336611494184    0.05663993443683557
 -11.641442100371016    -1.5632922375159204    -1.2963300318610465    -0.30751336611494184    0.05663993443683557
 -8.611723920628243    -0.8373246768675955    0.7259675606483249    -0.30751336611494184    0.05663993443683557
 -10.894703662493612    -0.5725564827510601    0.2647681941165354    -0.30751336611494184    0.05663993443683557
 -11.038712194968426    -0.13500485008186125    0.43755163266919883    -0.30751336611494184    0.05663993443683557
 -4.687177731269507    1.2564409944188375    1.3914458445006987    -0.30751336611494184    0.05663993443683557
 7.014654843303603    3.4115308602466414    2.155089865827804    -0.30751336611494184    0.05663993443683557
 12.932176912522685    4.426647621795874    1.015116761549233    -0.30751336611494184    0.05663993443683557
 13.271510295236752    3.765307025603879    -0.6613405961919954    -0.30751336611494184    0.05663993443683557
 6.381645658490598    1.6703149799258696    -2.0949920456780093    -0.30751336611494184    0.05663993443683557
 -1.4943996940150797    -0.807113486232983    -2.4774284661588526    -0.30751336611494184    0.05663993443683557
 3.730774535841128    -0.8561254167691832    -0.04901193053620023    -0.30751336611494184    0.05663993443683557
 2.5795616680146622    -1.171192013403692    -0.31506659663450876    -0.30751336611494184    0.05663993443683557
 3.6113479969661384    -1.1803583194883203    -0.009166306084628317    -0.30751336611494184    0.05663993443683557
 4.331418677478283    -1.0336808219058256    0.1466774975824947    -0.30751336611494184    0.05663993443683557
 1.0483707910011546    -1.2491816607742114    -0.2155008388683859    -0.30751336611494184    0.05663993443683557
 -2.706934524866469    -1.4490783542654606    -0.19989669349124917    -0.30751336611494184    0.05663993443683557
 -1.1019400722730879    -0.7405175754930262    0.7085607787724344    -0.30751336611494184    0.05663993443683557
 -3.4162227311261972    -0.5851828023162491    0.15533477317677713    -0.30751336611494184    0.05663993443683557
 -3.741432534562577    -0.4484655327956717    0.1367172695205774    -0.30751336611494184    0.05663993443683557
 1.174784187112465    0.5385539916269035    0.9870195244225752    -0.30751336611494184    0.05663993443683557
 1.187607649133767    0.8057154990030457    0.2671615073761422    -0.30751336611494184    0.05663993443683557
 2.99570677770663    1.0732340502684026    0.26751855126535684    -0.30751336611494184    0.05663993443683557
 1.251870812332669    0.74992388983706    -0.32331016043134253    -0.30751336611494184    0.05663993443683557
 4.243179604597017    0.9565547994135779    0.20663090957651786    -0.30751336611494184    0.05663993443683557
 2.8717387489008317    0.5341236047803346    -0.4224311946332433    -0.30751336611494184    0.05663993443683557
 1.0035689302127722    -0.04605997178199006    -0.5801835765623247    -0.30751336611494184    0.05663993443683557
 1.200762740386132    -0.28441195993322355    -0.23835198815123348    -0.30751336611494184    0.05663993443683557
 1.0716378117895147    -0.4271123982237951    -0.14270043829057155    -0.30751336611494184    0.05663993443683557
 4.13256638185112    0.05188722042221616    0.47899961864601126    -0.30751336611494184    0.05663993443683557
 -3.530443360201879    -0.9868910857390887    -1.038778306161305    -0.30751336611494184    0.05663993443683557
 -5.588914154027442    -1.3527726707510128    -0.36588158501192414    -0.30751336611494184    0.05663993443683557
 -0.4382690025915039    -0.3595313402318181    0.9932413305191947    -0.30751336611494184    0.05663993443683557
 1.2311967427073185    0.36549274708743984    0.7250240873192579    -0.30751336611494184    0.05663993443683557
 1.0955668462459514    0.5565390746597281    0.19104632757228823    -0.30751336611494184    0.05663993443683557
 9.574967873102523    1.7819685658642745    1.2254294912045465    -0.30751336611494184    0.05663993443683557
 9.779129398956265    1.768618580516803    -0.01334998534747145    -0.30751336611494184    0.05663993443683557
 7.911781679534947    1.0315048708455579    -0.7371137096712452    -0.30751336611494184    0.05663993443683557
 13.783307531735268    1.4137530361420212    0.3822481652964633    -0.30751336611494184    0.05663993443683557
 15.531048127719515    1.2438431009728577    -0.16990993516916353    -0.30751336611494184    0.05663993443683557
 8.90911962404546    -0.392237585575975    -1.6360806865488327    -0.30751336611494184    0.05663993443683557
 11.397952037399627    -0.6766087597270909    -0.2843711741511159    -0.30751336611494184    0.05663993443683557
 14.367102464429294    -0.40703013329504945    0.26957862643204145    -0.30751336611494184    0.05663993443683557
 12.470508667806627    -0.7760782724712092    -0.36904813917615975    -0.30751336611494184    0.05663993443683557
 6.959013361313104    -1.6398868890595013    -0.8638086165882921    -0.30751336611494184    0.05663993443683557
 8.150273136592759    -1.4258013122953983    0.214085576764103    -0.30751336611494184    0.05663993443683557
 -1.1555282772283704    -2.499859656276957    -1.0740583439815587    -0.30751336611494184    0.05663993443683557
 -0.7670854645790115    -2.1070436372705483    0.3928160190064087    -0.30751336611494184    0.05663993443683557
 -9.645582189088024    -2.638446584041649    -0.5314029467711006    -0.30751336611494184    0.05663993443683557
 0.6087441706973635    -0.5130747524474373    2.1253718315942116    -0.30751336611494184    0.05663993443683557
 2.543490499076192    0.7673242148582071    1.2803989673056444    -0.30751336611494184    0.05663993443683557
 -0.7816762351071418    0.7925749846680112    0.02525076980980412    -0.30751336611494184    0.05663993443683557
 -4.507952390222982    0.36226599682640526    -0.430308987841606    -0.30751336611494184    0.05663993443683557
 -2.1653727505397242    0.7178520545369862    0.35558605771058094    -0.30751336611494184    0.05663993443683557
 -6.866020212809573    0.21137699410933442    -0.5064750604276518    -0.30751336611494184    0.05663993443683557
 -7.368815285220087    0.03858416673086662    -0.1727928273784678    -0.30751336611494184    0.05663993443683557
 -0.8324716181442753    1.065157329024216    1.0265731622933494    -0.30751336611494184    0.05663993443683557
 9.520531849217463    2.600394701764653    1.5352373727404371    -0.30751336611494184    0.05663993443683557
 10.216400620653864    2.616799940401969    0.01640523863731591    -0.30751336611494184    0.05663993443683557
 11.33001981646182    2.209024723304582    -0.4077752170973872    -0.30751336611494184    0.05663993443683557
 15.166010043994916    2.0489330446231007    -0.16009167868148122    -0.30751336611494184    0.05663993443683557
 17.852073095206578    1.6876829401341755    -0.36125010448892514    -0.30751336611494184    0.05663993443683557
