id,time,sym,timeframe,side,quantity,price,commission,pct_return (excl commission), pct_returns ( incl commission)
61379ee0d86c89012445d255,2021-09-07 13:18:24,MSFT,ts_rsi_heik_v1-2mins-1hour_extmkt_Polygon,sell,6.318379834,300.72,0,3.3254630707579835e-05,3.325463070735779e-05
6137a016d86c89012445d257,2021-09-07 13:23:34,TSLA,ts_rsi_heik_v1-2mins_extmkt_Polygon,buy,0.030840372,752.065,0,,
6137a017d86c89012445d259,2021-09-07 13:23:35,MSFT,ts_rsi_heik_v1-2mins_extmkt_Polygon,buy,0.06249351,300.625,0,,
6137a018d86c89012445d25b,2021-09-07 13:23:36,AMZN,ts_rsi_heik_v1-2mins_extmkt_Polygon,buy,0.004321427,3521.42,0,,
6137a019d86c89012445d25d,2021-09-07 13:23:37,MSFT,ts_rsi_heik_v1-2mins-1hour_extmkt_Polygon,buy,3.918137353,300.65,0,,
6137a01ad86c89012445d25f,2021-09-07 13:23:38,TSLA,ts_rsi_heik_v1-2mins-4hours_extmkt_Polygon,buy,0.970894797,752.12,0,,
6137a01bd86c89012445d261,2021-09-07 13:23:39,AMZN,ts_rsi_heik_v1-2mins-4hours_extmkt_Polygon,buy,0.167942466,3521.955,0,,
6137a01cd86c89012445d263,2021-09-07 13:23:40,TSLA,ts_rsi_heik_v1-2mins-12mins-4hours_extmkt_Polygon,buy,0.970888206,752.075,0,,
6137a143d86c89012445d265,2021-09-07 13:28:35,GOOG,ts_rsi_heik_v1-2mins_extmkt_Polygon,buy,0.00424204,2905.73,0,,
6137a145d86c89012445d267,2021-09-07 13:28:37,AMZN,ts_rsi_heik_v1-2mins_extmkt_Polygon,sell,0.004321427,3521.08,0,-9.655195915292403e-05,-9.655195915292403e-05
6137a146d86c89012445d269,2021-09-07 13:28:38,GOOG,ts_rsi_heik_v1-2mins-4hours_extmkt_Polygon,buy,0.164876647,2905.83,0,,
6137a146d86c89012445d26b,2021-09-07 13:28:38,AMZN,ts_rsi_heik_v1-2mins-4hours_extmkt_Polygon,sell,0.167942466,3521.475,0,-0.00013628794235021058,-0.00013628794235021058
6137a220d86c89012445d26d,2021-09-07 13:32:16,AMD,ts_rsi_heik_v1-2mins_extmkt_Polygon,buy,0.064899441,109.295,0,,
6137a268d86c89012445d26f,2021-09-07 13:33:28,MSFT,ts_rsi_heik_v1-2mins_extmkt_Polygon,sell,0.06249351,300.595,0,-9.979209979205095e-05,-9.979209979205095e-05
6137a269d86c89012445d271,2021-09-07 13:33:29,MSFT,ts_rsi_heik_v1-2mins-1hour_extmkt_Polygon,sell,3.918137353,300.59,0,-0.00019956760352568548,-0.00019956760352568548
6137a30ed86c89012445d273,2021-09-07 13:36:14,AMZN,ts_rsi_heik_v1-2mins_extmkt_Polygon,buy,0.000617682,3523.31,0,,
6137a30fd86c89012445d275,2021-09-07 13:36:15,AMZN,ts_rsi_heik_v1-2mins-4hours_extmkt_Polygon,buy,0.078252227,3523.31,0,,
6137a39dd86c89012445d277,2021-09-07 13:38:37,GOOG,ts_rsi_heik_v1-2mins_extmkt_Polygon,sell,0.00424204,2907.43,0,0.0005850509166369644,0.0005850509166371864
6137a39ed86c89012445d279,2021-09-07 13:38:38,TSLA,ts_rsi_heik_v1-2mins_extmkt_Polygon,sell,0.030840372,753.31,0,0.0016554420163148453,0.0016554420163150674
6137a39fd86c89012445d27b,2021-09-07 13:38:39,GOOG,ts_rsi_heik_v1-2mins-4hours_extmkt_Polygon,sell,0.164876647,2907.43,0,0.0005506172074760673,0.0005506172074758453
6137a39fd86c89012445d27d,2021-09-07 13:38:39,TSLA,ts_rsi_heik_v1-2mins-4hours_extmkt_Polygon,sell,0.970894797,753.31,0,0.001582194330691733,0.001582194330691733
6137a3a0d86c89012445d27f,2021-09-07 13:38:40,TSLA,ts_rsi_heik_v1-2mins-12mins-4hours_extmkt_Polygon,sell,0.970888206,753.31,0,0.0016421234584316213,0.0016421234584316213
6137a4abd86c89012445d281,2021-09-07 13:43:07,AMZN,ts_rsi_heik_v1-2mins_extmkt_Polygon,sell,0.000617682,3527.45,0,0.0011750314335099432,0.0011750314335099432
6137a4acd86c89012445d283,2021-09-07 13:43:08,AMZN,ts_rsi_heik_v1-2mins-4hours_extmkt_Polygon,sell,0.078252227,3527.455,0,0.001176450553598718,0.001176450553598496
