id,time,sym,timeframe,side,quantity,price,commission,pct_return (excl commission), pct_returns ( incl commission)
3970,2021-08-16 09:55:13,MSFT,12 mins>1 hour,SELL,32.0,292.19,1.051493,-0.0014353576432795112,-0.0016542751790803445
4033,2021-08-16 09:59:10,GOOG,2 mins,BUY,2.0,2761.81,1.0,,
4074,2021-08-16 10:01:48,ATVI,2 mins,SELL,112.0,83.51,1.061029,-0.0008375209380233617,-0.001057580784365575
4075,2021-08-16 10:01:50,GOOG,2 mins,SELL,2.0,2758.03,1.02837,-0.0013686676491140304,-0.0017355709532962393
4138,2021-08-16 10:05:47,AMD,2 mins,BUY,87.0,108.18,1.0,,
4199,2021-08-16 10:09:56,AMD,2 mins,SELL,87.0,107.15,1.057895,-0.00952116842299866,-0.00973878744159451
4280,2021-08-16 10:14:44,MSFT,1 hour,SELL,32.0,291.73,1.051418,-0.002973342447026628,-0.0031920952136861303
4403,2021-08-16 10:22:58,AMD,2 mins,BUY,87.0,107.27,1.0,,
4426,2021-08-16 10:24:34,ATVI,2 mins,BUY,91.0,83.32,1.0,,
4487,2021-08-16 10:28:58,ATVI,2 mins,SELL,91.0,83.14,1.049414,-0.002160345655304763,-0.0024303207650675507
4528,2021-08-16 10:31:52,AMD,2 mins,SELL,87.0,106.86,1.057767,-0.0038221310711289425,-0.0040421928989049505
4591,2021-08-16 10:36:17,AMD,2 mins,BUY,87.0,107.18,1.0,,
4632,2021-08-16 10:39:11,AMD,2 mins,SELL,87.0,106.61,1.057656,-0.005318156372457583,-0.0055382306453377605
4655,2021-08-16 10:40:23,ATVI,2 mins,BUY,112.0,83.42,1.0,,
4698,2021-08-16 10:43:35,AMZN,2 mins,BUY,2.0,3226.69,1.0,,
4719,2021-08-16 10:44:53,ATVI,2 mins,SELL,112.0,83.42,1.060978,0.0,-0.00022056605065901014
4720,2021-08-16 10:44:55,AMZN,2 mins,SELL,2.0,3225.95,1.033143,-0.00022933718454520857,-0.0005443037131374062
4783,2021-08-16 10:49:17,ATVI,2 mins,BUY,112.0,83.5,1.0,,
4786,2021-08-16 10:49:19,MSFT,2 mins,BUY,26.0,290.62,1.0,,
4789,2021-08-16 10:49:21,ATVI,12 mins,BUY,113.0,83.52,1.0,,
4852,2021-08-16 10:53:54,AMZN,2 mins,BUY,1.0,3224.71,1.0,,
4873,2021-08-16 10:55:06,ATVI,2 mins,SELL,112.0,83.34,1.060932,-0.0019161676646706205,-0.002136312626964676
4874,2021-08-16 10:55:08,AMZN,2 mins,SELL,1.0,3223.12,1.016557,-0.0004930675936751783,-0.0011180661001763958
4875,2021-08-16 10:55:10,MSFT,2 mins,SELL,26.0,290.39,1.0416,-0.0007914114651434989,-0.0010614625677506373
4898,2021-08-16 10:56:42,AMZN,2 mins,BUY,2.0,3228.99,1.0,,
4961,2021-08-16 11:01:14,GOOG,2 mins,BUY,2.0,2733.13,1.0,,
4964,2021-08-16 11:01:17,MSFT,2 mins,BUY,24.0,291.01,1.0,,
4987,2021-08-16 11:02:26,AMD,2 mins,BUY,54.0,106.17,1.0,,
5012,2021-08-16 12:00:41,ATVI,2 mins,BUY,56.0,83.43,1.0,,
5013,2021-08-16 12:00:41,GOOG,2 mins,SELL,2.0,2739.65,1.028182,0.002385543314807448,0.0020141383435212656
5014,2021-08-16 12:00:41,AMZN,2 mins,SELL,2.0,3232.06,1.033205,0.0009507616932848961,0.0006358271739501653
5015,2021-08-16 12:00:41,MSFT,2 mins,SELL,24.0,291.71,1.038561,0.0024054156214563527,0.002113232902519968
5036,2021-08-16 12:01:58,AMD,2 mins,SELL,54.0,107.07,1.035913,0.008476970895733071,0.008120443899563679
5057,2021-08-16 12:03:35,ATVI,2 mins,SELL,56.0,83.32,1.03046,-0.0013184705741341451,-0.001752689874772062
5060,2021-08-16 12:03:35,GOOG,2 mins,BUY,3.0,2741.99,1.0,,
5083,2021-08-16 12:04:47,AMZN,2 mins,BUY,2.0,3237.97,1.0,,
5086,2021-08-16 12:04:47,MSFT,2 mins,BUY,22.0,292.0,1.0,,
5109,2021-08-16 12:06:22,GOOG,12 mins,BUY,2.0,2747.6,1.0,,
5150,2021-08-16 12:09:17,GOOG,2 mins,SELL,3.0,2743.63,1.042335,0.000598105755309275,0.00034978430698062724
5193,2021-08-16 12:12:05,ATVI,2 mins,BUY,83.0,83.45,1.0,,
5196,2021-08-16 12:12:05,AMD,2 mins,BUY,52.0,107.35,1.0,,
5277,2021-08-16 12:18:12,AMZN,2 mins,SELL,2.0,3239.21,1.033278,0.000382955987856759,6.897114995663145e-05
5278,2021-08-16 12:18:12,MSFT,2 mins,SELL,22.0,292.59,1.035447,0.002020547945205342,0.0017034323735407586
5319,2021-08-16 12:20:59,ATVI,2 mins,SELL,83.0,83.44,1.045197,-0.00011983223487121997,-0.00041505005521613736
5360,2021-08-16 12:23:54,AMD,2 mins,SELL,52.0,107.17,1.034609,-0.0016767582673496984,-0.0020408742298323457
5381,2021-08-16 12:25:30,ATVI,12 mins,SELL,113.0,83.37,1.061493,-0.0017959770114941431,-0.0020141939195400527
5524,2021-08-16 12:35:36,GOOG,2 mins,BUY,3.0,2748.94,1.0,,
5545,2021-08-16 12:37:13,GOOG,2 mins,SELL,3.0,2745.19,1.042358,-0.0013641621861517628,-0.0016116207676696304
5546,2021-08-16 12:37:13,GOOG,12 mins,SELL,2.0,2745.19,1.028239,-0.0008771291308777851,-0.0012459952330701185
105,2021-08-18 11:06:46,AMD,2 mins,BUY,89.0,105.63,1.0,,
148,2021-08-18 11:09:43,AMZN,2 mins,BUY,2.0,3231.01,1.0,,
171,2021-08-18 11:11:19,ATVI,2 mins,BUY,76.0,83.42,1.0,,
192,2021-08-18 11:12:31,AMD,2 mins,SELL,89.0,105.32,1.058396,-0.002934772318470169,-0.0031533902640589195
