time,sym,side,quantity,price
2021-08-11 10:42:19,MSFT,BUY,33.0,286.93
2021-08-11 10:51:31,AMD,BUY,71.0,107.87
2021-08-11 10:52:50,AMD,SELL,71.0,107.73
2021-08-11 11:07:21,AMZN,BUY,2.0,3297.3
2021-08-11 11:08:41,AMD,BUY,60.0,106.24
2021-08-11 11:11:26,ATVI,BUY,62.0,84.01
2021-08-11 11:11:27,AMD,SELL,60.0,106.22
2021-08-11 11:12:51,MSFT,SELL,33.0,286.24
