,_id,ticker,period,calendarDate,reportPeriod,updated,dateKey,accumulatedOtherComprehensiveIncome,assets,assetsAverage,assetsCurrent,assetsNonCurrent,assetTurnover,bookValuePerShare,capitalExpenditure,cashAndEquivalents,cashAndEquivalentsUSD,costOfRevenue,consolidatedIncome,currentRatio,debtToEquityRatio,debt,debtCurrent,debtNonCurrent,debtUSD,deferredRevenue,depreciationAmortizationAndAccretion,deposits,dividendYield,dividendsPerBasicCommonShare,earningBeforeInterestTaxes,earningsBeforeInterestTaxesDepreciationAmortization,EBITDAMargin,earningsBeforeInterestTaxesDepreciationAmortizationUSD,earningBeforeInterestTaxesUSD,earningsBeforeTax,earningsPerBasicShare,earningsPerDilutedShare,earningsPerBasicShareUSD,shareholdersEquity,averageEquity,shareholdersEquityUSD,enterpriseValue,enterpriseValueOverEBIT,enterpriseValueOverEBITDA,freeCashFlow,freeCashFlowPerShare,foreignCurrencyUSDExchangeRate,grossProfit,grossMargin,goodwillAndIntangibleAssets,interestExpense,investedCapital,investedCapitalAverage,inventory,investments,investmentsCurrent,investmentsNonCurrent,totalLiabilities,currentLiabilities,liabilitiesNonCurrent,marketCapitalization,netCashFlow,netCashFlowBusinessAcquisitionsDisposals,issuanceEquityShares,issuanceDebtSecurities,paymentDividendsOtherCashDistributions,netCashFlowFromFinancing,netCashFlowFromInvesting,netCashFlowInvestmentAcquisitionsDisposals,netCashFlowFromOperations,effectOfExchangeRateChangesOnCash,netIncome,netIncomeCommonStock,netIncomeCommonStockUSD,netLossIncomeFromDiscontinuedOperations,netIncomeToNonControllingInterests,profitMargin,operatingExpenses,operatingIncome,tradeAndNonTradePayables,payoutRatio,priceToBookValue,priceEarnings,priceToEarningsRatio,propertyPlantEquipmentNet,preferredDividendsIncomeStatementImpact,sharePriceAdjustedClose,priceSales,priceToSalesRatio,tradeAndNonTradeReceivables,accumulatedRetainedEarningsDeficit,revenues,revenuesUSD,researchAndDevelopmentExpense,returnOnAverageAssets,returnOnAverageEquity,returnOnInvestedCapital,returnOnSales,shareBasedCompensation,sellingGeneralAndAdministrativeExpense,shareFactor,shares,weightedAverageShares,weightedAverageSharesDiluted,salesPerShare,tangibleAssetValue,taxAssets,incomeTaxExpense,taxLiabilities,tangibleAssetsBookValuePerShare,workingCapital
229,61498f68b26daf86a7100550,MSFT,TA,2007-09-30,2007-09-30,2020-04-29,2007-09-30,0.0,65645000000.0,64769500000.0,35853000000.0,29792000000.0,0.835,3.426,-2363000000.0,21574000000.0,21574000000.0,11672000000.0,14876000000.0,1.576,1.043,0.0,0.0,0.0,0.0,11572000000.0,1626000000.0,0.0,0.014,0.4,21276000000.0,22902000000.0,0.424,22902000000.0,21276000000.0,21276000000.0,1.56,1.52,1.56,32135000000.0,33709750000.0,32135000000.0,252791008932.0,12.0,11.038,17250000000.0,1.839,1,42401000000.0,0.784,11869000000.0,0.0,9458000000.0,9821750000.0,1178000000.0,9707000000.0,0.0,9707000000.0,33510000000.0,22744000000.0,10766000000.0,276202008932.0,-2439000000.0,-6210000000.0,-15779000000.0,0.0,-3846000000.0,-19522000000.0,-2629000000.0,6652000000.0,19613000000.0,99000000.0,14876000000.0,14876000000.0,14876000000.0,0.0,0.0,0.275,22588000000.0,19813000000.0,6142000000.0,0.256,8.595,18.567,18.885,4615000000.0,0.0,29.46,5.108,5.11,8982000000.0,-28564000000.0,54073000000.0,54073000000.0,7172000000.0,0.23,0.441,2.166,0.393,1321000000.0,15416000000.0,1,9375492496.0,9380000000,9513000000.0,5.765,53776000000.0,3158000000.0,6400000000.0,1410000000.0,5.733,13109000000.0
230,61498f68b26daf86a7100551,MSFT,Q,2007-06-30,2007-06-30,2020-04-29,2007-08-03,0.0,63171000000.0,,40168000000.0,23003000000.0,,3.272,-820000000.0,23411000000.0,23411000000.0,3237000000.0,3035000000.0,1.691,1.031,0.0,0.0,0.0,0.0,12646000000.0,381000000.0,0.0,0.013,0.1,4284000000.0,4665000000.0,0.349,4665000000.0,4284000000.0,4284000000.0,0.32,0.31,0.32,31097000000.0,,31097000000.0,248104200233.0,12.0,11.518,3582000000.0,0.377,1,10134000000.0,0.758,5638000000.0,0.0,10368000000.0,,1127000000.0,10117000000.0,0.0,10117000000.0,32074000000.0,23754000000.0,8320000000.0,271515200233.0,-1506000000.0,-648000000.0,-6053000000.0,0.0,-952000000.0,-6983000000.0,1075000000.0,2833000000.0,4402000000.0,6000000.0,3035000000.0,3035000000.0,3035000000.0,0.0,0.0,0.227,6145000000.0,3989000000.0,5988000000.0,0.313,8.731,19.304,20.111,4350000000.0,0.0,28.96,5.311,5.519,11338000000.0,-29460000000.0,13371000000.0,13371000000.0,1948000000.0,,,,,314000000.0,4197000000.0,1,9375492496.0,9505000000,9679000000.0,1.407,57533000000.0,3288000000.0,1249000000.0,1040000000.0,6.053,16414000000.0
231,61498f68b26daf86a7100552,MSFT,QA,2007-06-30,2007-06-30,2020-04-29,2007-06-30,0.0,63171000000.0,,40168000000.0,23003000000.0,,3.272,-820000000.0,23411000000.0,23411000000.0,3237000000.0,3035000000.0,1.691,1.031,0.0,0.0,0.0,0.0,12646000000.0,381000000.0,0.0,0.013,0.1,4284000000.0,4665000000.0,0.349,4665000000.0,4284000000.0,4284000000.0,0.32,0.31,0.32,31097000000.0,,31097000000.0,253697843047.0,13.0,11.777,3582000000.0,0.377,1,10134000000.0,0.758,5638000000.0,0.0,10368000000.0,,1127000000.0,10117000000.0,0.0,10117000000.0,32074000000.0,23754000000.0,8320000000.0,281933843047.0,-1500000000.0,-648000000.0,-6053000000.0,0.0,-952000000.0,-6983000000.0,1075000000.0,2833000000.0,4402000000.0,6000000.0,3035000000.0,3035000000.0,3035000000.0,0.0,0.0,0.227,6231000000.0,3903000000.0,5988000000.0,0.313,9.066,20.045,20.465,4350000000.0,0.0,29.47,5.515,5.616,11338000000.0,-29460000000.0,13371000000.0,13371000000.0,1948000000.0,,,,,314000000.0,4283000000.0,1,9566808383.0,9505000000,9679000000.0,1.407,57533000000.0,3288000000.0,1249000000.0,1040000000.0,6.053,16414000000.0
232,61498f68b26daf86a7100553,MSFT,T,2007-06-30,2007-06-30,2020-04-29,2007-08-03,0.0,63171000000.0,64696750000.0,40168000000.0,23003000000.0,0.79,3.192,-2264000000.0,23411000000.0,23411000000.0,10693000000.0,14065000000.0,1.691,1.031,0.0,0.0,0.0,0.0,12646000000.0,1440000000.0,0.0,0.013,0.39,20101000000.0,21541000000.0,0.421,21541000000.0,20101000000.0,20101000000.0,1.44,1.42,1.44,31097000000.0,34701250000.0,31097000000.0,248104200233.0,12.0,11.518,15532000000.0,1.594,1,40429000000.0,0.791,5638000000.0,0.0,10368000000.0,9126500000.0,1127000000.0,10117000000.0,0.0,10117000000.0,32074000000.0,23754000000.0,8320000000.0,271515200233.0,-659000000.0,-1150000000.0,-20793000000.0,0.0,-3805000000.0,-24544000000.0,6089000000.0,9879000000.0,17796000000.0,56000000.0,14065000000.0,14065000000.0,14065000000.0,0.0,0.0,0.275,21905000000.0,18524000000.0,5988000000.0,0.271,8.731,19.304,20.111,4350000000.0,0.0,28.96,5.311,5.519,11338000000.0,-29460000000.0,51122000000.0,51122000000.0,7121000000.0,0.217,0.405,2.202,0.393,1473000000.0,14784000000.0,1,9375492496.0,9742000000,9886000000.0,5.248,57533000000.0,3288000000.0,6036000000.0,1040000000.0,5.906,16414000000.0
233,61498f68b26daf86a7100554,MSFT,TA,2007-06-30,2007-06-30,2020-04-29,2007-06-30,0.0,63171000000.0,64696750000.0,40168000000.0,23003000000.0,0.79,3.192,-2264000000.0,23411000000.0,23411000000.0,10693000000.0,14065000000.0,1.691,1.031,0.0,0.0,0.0,0.0,12646000000.0,1440000000.0,0.0,0.013,0.39,20101000000.0,21541000000.0,0.421,21541000000.0,20101000000.0,20101000000.0,1.44,1.42,1.44,31097000000.0,34701250000.0,31097000000.0,253697843047.0,13.0,11.777,15532000000.0,1.594,1,40429000000.0,0.791,5638000000.0,0.0,10368000000.0,9126500000.0,1127000000.0,10117000000.0,0.0,10117000000.0,32074000000.0,23754000000.0,8320000000.0,281933843047.0,-603000000.0,-1150000000.0,-20793000000.0,0.0,-3805000000.0,-24544000000.0,6089000000.0,9879000000.0,17796000000.0,56000000.0,14065000000.0,14065000000.0,14065000000.0,0.0,0.0,0.275,21991000000.0,18438000000.0,5988000000.0,0.271,9.066,20.045,20.465,4350000000.0,0.0,29.47,5.515,5.616,11338000000.0,-29460000000.0,51122000000.0,51122000000.0,7121000000.0,0.217,0.405,2.202,0.393,1473000000.0,14870000000.0,1,9566808383.0,9742000000,9886000000.0,5.248,57533000000.0,3288000000.0,6036000000.0,1040000000.0,5.906,16414000000.0
234,61498f68b26daf86a7100555,MSFT,Q,2007-03-31,2007-03-31,2020-04-29,2007-04-26,0.0,63891000000.0,,42783000000.0,21108000000.0,,3.596,-461000000.0,28236000000.0,28236000000.0,2140000000.0,4926000000.0,1.978,0.827,0.0,0.0,0.0,0.0,10283000000.0,445000000.0,0.0,0.013,0.1,6971000000.0,7416000000.0,0.515,7416000000.0,6971000000.0,6971000000.0,0.51,0.5,0.51,34973000000.0,,34973000000.0,250158123945.0,12.0,11.692,6830000000.0,0.702,1,12258000000.0,0.851,4916000000.0,0.0,9112000000.0,,1750000000.0,9624000000.0,0.0,9624000000.0,28918000000.0,21627000000.0,7291000000.0,278394123945.0,739000000.0,-41000000.0,-6094000000.0,0.0,-976000000.0,-7063000000.0,511000000.0,695000000.0,7291000000.0,13000000.0,4926000000.0,4926000000.0,4926000000.0,0.0,0.0,0.342,5669000000.0,6589000000.0,5875000000.0,0.196,7.96,20.089,20.638,3923000000.0,0.0,29.1,5.618,5.711,8454000000.0,-25854000000.0,14398000000.0,14398000000.0,1750000000.0,,,,,314000000.0,3919000000.0,1,9566808383.0,9725000000,9862000000.0,1.481,58975000000.0,3386000000.0,2045000000.0,1930000000.0,6.064,21156000000.0
235,61498f68b26daf86a7100556,MSFT,QA,2007-03-31,2007-03-31,2020-04-29,2007-03-31,0.0,63891000000.0,,42783000000.0,21108000000.0,,3.596,-461000000.0,28236000000.0,28236000000.0,2140000000.0,4926000000.0,1.978,0.827,0.0,0.0,0.0,0.0,10283000000.0,445000000.0,0.0,0.014,0.1,6971000000.0,7416000000.0,0.515,7416000000.0,6971000000.0,6971000000.0,0.51,0.5,0.51,34973000000.0,,34973000000.0,244038802467.0,12.0,11.406,6830000000.0,0.702,1,12258000000.0,0.851,4916000000.0,0.0,9112000000.0,,1750000000.0,9624000000.0,0.0,9624000000.0,28918000000.0,21627000000.0,7291000000.0,272911802467.0,752000000.0,-41000000.0,-6094000000.0,0.0,-976000000.0,-7063000000.0,511000000.0,695000000.0,7291000000.0,13000000.0,4926000000.0,4926000000.0,4926000000.0,0.0,0.0,0.342,5669000000.0,6589000000.0,5875000000.0,0.196,7.803,19.693,19.766,3923000000.0,0.0,27.87,5.507,5.469,8454000000.0,-25854000000.0,14398000000.0,14398000000.0,1750000000.0,,,,,314000000.0,3919000000.0,1,9792314405.0,9725000000,9862000000.0,1.481,58975000000.0,3386000000.0,2045000000.0,1930000000.0,6.064,21156000000.0
236,61498f68b26daf86a7100557,MSFT,T,2007-03-31,2007-03-31,2020-04-29,2007-04-26,0.0,63891000000.0,66303250000.0,42783000000.0,21108000000.0,0.747,3.596,-2189000000.0,28236000000.0,28236000000.0,9586000000.0,13858000000.0,1.978,0.827,0.0,0.0,0.0,0.0,10283000000.0,1320000000.0,0.0,0.013,0.38,20075000000.0,21395000000.0,0.432,21395000000.0,20075000000.0,20075000000.0,1.41,1.39,1.41,34973000000.0,36953000000.0,34973000000.0,250158123945.0,12.0,11.692,14486000000.0,1.49,1,39969000000.0,0.807,4916000000.0,0.0,9112000000.0,8681750000.0,1750000000.0,9624000000.0,0.0,9624000000.0,28918000000.0,21627000000.0,7291000000.0,278394123945.0,3183000000.0,-818000000.0,-18529000000.0,0.0,-3770000000.0,-22245000000.0,8753000000.0,12374000000.0,16675000000.0,77000000.0,13858000000.0,13858000000.0,13858000000.0,0.0,0.0,0.28,21553000000.0,18416000000.0,5875000000.0,0.27,7.96,20.089,20.638,3923000000.0,0.0,29.1,5.618,5.711,8454000000.0,-25854000000.0,49555000000.0,49555000000.0,7034000000.0,0.209,0.375,2.312,0.405,1500000000.0,14519000000.0,1,9566808383.0,9725000000,9862000000.0,5.096,58975000000.0,3386000000.0,6217000000.0,1930000000.0,6.064,21156000000.0
237,61498f68b26daf86a7100558,MSFT,TA,2007-03-31,2007-03-31,2020-04-29,2007-03-31,0.0,63891000000.0,66303250000.0,42783000000.0,21108000000.0,0.747,3.596,-2189000000.0,28236000000.0,28236000000.0,9586000000.0,13858000000.0,1.978,0.827,0.0,0.0,0.0,0.0,10283000000.0,1320000000.0,0.0,0.014,0.38,20075000000.0,21395000000.0,0.432,21395000000.0,20075000000.0,20075000000.0,1.41,1.39,1.41,34973000000.0,36953000000.0,34973000000.0,244038802467.0,12.0,11.406,14486000000.0,1.49,1,39969000000.0,0.807,4916000000.0,0.0,9112000000.0,8681750000.0,1750000000.0,9624000000.0,0.0,9624000000.0,28918000000.0,21627000000.0,7291000000.0,272911802467.0,3236000000.0,-818000000.0,-18529000000.0,0.0,-3770000000.0,-22245000000.0,8753000000.0,10066000000.0,16675000000.0,77000000.0,13858000000.0,13858000000.0,13858000000.0,0.0,0.0,0.28,21553000000.0,18416000000.0,5875000000.0,0.27,7.803,19.693,19.766,3923000000.0,0.0,27.87,5.507,5.469,8454000000.0,-25854000000.0,49555000000.0,49555000000.0,7034000000.0,0.209,0.375,2.312,0.405,1500000000.0,14519000000.0,1,9792314405.0,9725000000,9862000000.0,5.096,58975000000.0,3386000000.0,6217000000.0,1930000000.0,6.064,21156000000.0
238,61498f68b26daf86a7100559,MSFT,Q,2006-12-31,2006-12-31,2020-04-29,2007-01-25,0.0,66371000000.0,,45180000000.0,21191000000.0,,3.736,-572000000.0,28873000000.0,28873000000.0,3620000000.0,2626000000.0,2.034,0.812,0.0,0.0,0.0,0.0,11861000000.0,365000000.0,0.0,0.012,0.1,3805000000.0,4170000000.0,0.332,4170000000.0,3805000000.0,3805000000.0,0.27,0.26,0.27,36634000000.0,,36634000000.0,269302973632.0,15.0,14.58,1470000000.0,0.15,1,8922000000.0,0.711,4934000000.0,0.0,10349000000.0,,1725000000.0,9631000000.0,0.0,9631000000.0,29737000000.0,22215000000.0,7522000000.0,298175973632.0,-2239000000.0,-125000000.0,-1348000000.0,0.0,-980000000.0,-2323000000.0,-1958000000.0,-329000000.0,2042000000.0,22000000.0,2626000000.0,2626000000.0,2626000000.0,0.0,0.0,0.209,5450000000.0,3472000000.0,5657000000.0,0.37,8.139,25.038,25.588,3686000000.0,0.0,30.45,6.474,6.483,9895000000.0,-24518000000.0,12542000000.0,12542000000.0,1637000000.0,,,,,429000000.0,3813000000.0,1,9792314405.0,9806000000,9942000000.0,1.279,61437000000.0,4263000000.0,1179000000.0,1337000000.0,6.265,22965000000.0
239,61498f68b26daf86a710055a,MSFT,QA,2006-12-31,2006-12-31,2020-04-29,2006-12-31,0.0,66371000000.0,,45180000000.0,21191000000.0,,3.736,-572000000.0,28873000000.0,28873000000.0,3620000000.0,2626000000.0,2.034,0.812,0.0,0.0,0.0,0.0,11861000000.0,365000000.0,0.0,0.012,0.1,3805000000.0,4170000000.0,0.332,4170000000.0,3805000000.0,3805000000.0,0.27,0.26,0.27,36634000000.0,,36634000000.0,261705538377.0,15.0,14.168,1470000000.0,0.15,1,8922000000.0,0.711,4934000000.0,0.0,10349000000.0,,1725000000.0,9631000000.0,0.0,9631000000.0,29737000000.0,22215000000.0,7522000000.0,293537538377.0,-2217000000.0,-125000000.0,-1348000000.0,0.0,-980000000.0,-2323000000.0,-1958000000.0,-329000000.0,2042000000.0,22000000.0,2626000000.0,2626000000.0,2626000000.0,0.0,0.0,0.209,5450000000.0,3472000000.0,5657000000.0,0.37,8.013,24.648,25.092,3686000000.0,0.0,29.86,6.373,6.357,9895000000.0,-24518000000.0,12542000000.0,12542000000.0,1637000000.0,,,,,429000000.0,3813000000.0,1,9830460093.0,9806000000,9942000000.0,1.279,61437000000.0,4263000000.0,1179000000.0,1337000000.0,6.265,22965000000.0
240,61498f68b26daf86a710055b,MSFT,T,2006-12-31,2006-12-31,2020-04-29,2007-01-25,0.0,66371000000.0,67044000000.0,45180000000.0,21191000000.0,0.687,3.736,-2030000000.0,28873000000.0,28873000000.0,9474000000.0,11909000000.0,2.034,0.812,0.0,0.0,0.0,0.0,11861000000.0,1052000000.0,0.0,0.012,0.37,17419000000.0,18471000000.0,0.401,18471000000.0,17419000000.0,17419000000.0,1.19,1.18,1.19,36634000000.0,38719250000.0,36634000000.0,269302973632.0,15.0,14.58,11917000000.0,1.215,1,36583000000.0,0.794,4934000000.0,0.0,10349000000.0,8804000000.0,1725000000.0,9631000000.0,0.0,9631000000.0,29737000000.0,22215000000.0,7522000000.0,298175973632.0,2705000000.0,-860000000.0,-16668000000.0,0.0,-3719000000.0,-20317000000.0,9075000000.0,12897000000.0,13947000000.0,71000000.0,11909000000.0,11909000000.0,11909000000.0,0.0,0.0,0.259,20868000000.0,15715000000.0,5657000000.0,0.311,8.139,25.038,25.588,3686000000.0,0.0,30.45,6.474,6.483,9895000000.0,-24518000000.0,46057000000.0,46057000000.0,6901000000.0,0.178,0.308,1.979,0.378,1537000000.0,13967000000.0,1,9792314405.0,9806000000,9942000000.0,4.697,61437000000.0,4263000000.0,5510000000.0,1337000000.0,6.265,22965000000.0
241,61498f68b26daf86a710055c,MSFT,Y,2006-12-31,2006-06-30,2020-04-29,2006-08-25,0.0,69597000000.0,68792500000.0,49010000000.0,20587000000.0,0.644,3.842,-1578000000.0,34161000000.0,34161000000.0,7650000000.0,12599000000.0,2.184,0.735,0.0,0.0,0.0,0.0,10902000000.0,903000000.0,0.0,0.014,0.35,18262000000.0,19165000000.0,0.433,19165000000.0,18262000000.0,18262000000.0,1.21,1.2,1.21,40104000000.0,43669250000.0,40104000000.0,223563288030.0,12.0,11.665,12826000000.0,1.229,1,36632000000.0,0.827,4405000000.0,0.0,8589000000.0,10089500000.0,1478000000.0,9232000000.0,0.0,9232000000.0,29493000000.0,22442000000.0,7051000000.0,257724288030.0,1845000000.0,-649000000.0,-17106000000.0,0.0,-3545000000.0,-20562000000.0,8003000000.0,10230000000.0,14404000000.0,18000000.0,12599000000.0,12599000000.0,12599000000.0,0.0,0.0,0.285,20160000000.0,16472000000.0,6026000000.0,0.289,6.426,20.456,21.364,3044000000.0,0.0,25.85,5.82,6.093,9316000000.0,-18901000000.0,44282000000.0,44282000000.0,6584000000.0,0.183,0.289,1.81,0.412,1626000000.0,13576000000.0,1,9969991800.0,10438000000,10531000000.0,4.242,65192000000.0,4551000000.0,5663000000.0,1557000000.0,6.246,26568000000.0
242,61498f68b26daf86a710055d,MSFT,TA,2006-12-31,2006-12-31,2020-04-29,2006-12-31,0.0,66371000000.0,67044000000.0,45180000000.0,21191000000.0,0.687,3.736,-2030000000.0,28873000000.0,28873000000.0,9474000000.0,11909000000.0,2.034,0.812,0.0,0.0,0.0,0.0,11861000000.0,1052000000.0,0.0,0.012,0.37,17419000000.0,18471000000.0,0.401,18471000000.0,17419000000.0,17419000000.0,1.19,1.18,1.19,36634000000.0,38719250000.0,36634000000.0,261705538377.0,15.0,14.168,11917000000.0,1.215,1,36583000000.0,0.794,4934000000.0,0.0,10349000000.0,8804000000.0,1725000000.0,9631000000.0,0.0,9631000000.0,29737000000.0,22215000000.0,7522000000.0,293537538377.0,2745000000.0,-860000000.0,-16668000000.0,0.0,-3719000000.0,-20317000000.0,9075000000.0,9252000000.0,13947000000.0,71000000.0,11909000000.0,11909000000.0,11909000000.0,0.0,0.0,0.259,20868000000.0,15715000000.0,5657000000.0,0.311,8.013,24.648,25.092,3686000000.0,0.0,29.86,6.373,6.357,9895000000.0,-24518000000.0,46057000000.0,46057000000.0,6901000000.0,0.178,0.308,1.979,0.378,1537000000.0,13967000000.0,1,9830460093.0,9806000000,9942000000.0,4.697,61437000000.0,4263000000.0,5510000000.0,1337000000.0,6.265,22965000000.0
243,61498f68b26daf86a710055e,MSFT,YA,2006-12-31,2006-06-30,2020-04-29,2006-06-30,0.0,69597000000.0,68792500000.0,49010000000.0,20587000000.0,0.644,3.842,-1578000000.0,34161000000.0,34161000000.0,7650000000.0,12599000000.0,2.184,0.735,0.0,0.0,0.0,0.0,10902000000.0,903000000.0,0.0,0.015,0.34,18262000000.0,19165000000.0,0.433,19165000000.0,18262000000.0,18262000000.0,1.21,1.2,1.21,40104000000.0,43669250000.0,40104000000.0,202872027034.0,11.0,10.586,12826000000.0,1.229,1,36632000000.0,0.827,4405000000.0,0.0,8589000000.0,10089500000.0,1478000000.0,9232000000.0,0.0,9232000000.0,29493000000.0,22442000000.0,7051000000.0,237688027034.0,1863000000.0,-649000000.0,-17106000000.0,0.0,-3545000000.0,-20562000000.0,8003000000.0,7113000000.0,14404000000.0,18000000.0,12599000000.0,12599000000.0,12599000000.0,0.0,0.0,0.285,20160000000.0,16472000000.0,6026000000.0,0.281,5.927,18.866,19.256,3044000000.0,0.0,23.3,5.368,5.492,9316000000.0,-18901000000.0,44282000000.0,44282000000.0,6584000000.0,0.183,0.289,1.81,0.412,1626000000.0,13576000000.0,1,10201202877.0,10438000000,10531000000.0,4.242,65192000000.0,4551000000.0,5663000000.0,1557000000.0,6.246,26568000000.0
244,61498f68b26daf86a710055f,MSFT,Q,2006-09-30,2006-09-30,2020-04-29,2006-10-26,0.0,65354000000.0,,45358000000.0,19996000000.0,,3.636,-411000000.0,31832000000.0,31832000000.0,1696000000.0,3478000000.0,2.064,0.81,0.0,0.0,0.0,0.0,10097000000.0,249000000.0,0.0,0.012,0.0,5041000000.0,5290000000.0,0.489,5290000000.0,5041000000.0,5041000000.0,0.35,0.35,0.35,36101000000.0,,36101000000.0,246861543637.0,13.0,12.551,3650000000.0,0.368,1,9115000000.0,0.843,4873000000.0,0.0,6677000000.0,,2521000000.0,8762000000.0,0.0,8762000000.0,29253000000.0,21972000000.0,7281000000.0,278693543637.0,2347000000.0,-336000000.0,-7298000000.0,0.0,-897000000.0,-8175000000.0,6461000000.0,7208000000.0,4061000000.0,15000000.0,3478000000.0,3478000000.0,3478000000.0,0.0,0.0,0.322,4641000000.0,4474000000.0,6051000000.0,0.0,7.72,21.544,22.323,3193000000.0,0.0,28.35,6.145,6.207,6879000000.0,-21556000000.0,10811000000.0,10811000000.0,1786000000.0,,,,,416000000.0,2855000000.0,1,9830460093.0,9929000000,10010000000.0,1.089,60481000000.0,3949000000.0,1563000000.0,1994000000.0,6.091,23386000000.0
245,61498f68b26daf86a7100560,MSFT,QA,2006-09-30,2006-09-30,2020-04-29,2006-09-30,0.0,65354000000.0,,45358000000.0,19996000000.0,,3.636,-411000000.0,31832000000.0,31832000000.0,1696000000.0,3478000000.0,2.064,0.81,0.0,0.0,0.0,0.0,10097000000.0,249000000.0,0.0,0.013,0.09,5041000000.0,5290000000.0,0.489,5290000000.0,5041000000.0,5041000000.0,0.35,0.35,0.35,36101000000.0,,36101000000.0,238518275730.0,13.0,12.127,3650000000.0,0.368,1,9115000000.0,0.843,4873000000.0,0.0,6677000000.0,,2521000000.0,8762000000.0,0.0,8762000000.0,29253000000.0,21972000000.0,7281000000.0,272679275730.0,2347000000.0,-336000000.0,-7298000000.0,0.0,-897000000.0,-8175000000.0,6461000000.0,6680000000.0,4061000000.0,15000000.0,3478000000.0,3478000000.0,3478000000.0,0.0,0.0,0.322,4641000000.0,4474000000.0,6051000000.0,0.257,7.553,21.079,21.535,3193000000.0,0.0,27.35,6.013,5.988,6879000000.0,-21556000000.0,10811000000.0,10811000000.0,1786000000.0,,,,,416000000.0,2855000000.0,1,9969991800.0,9929000000,10010000000.0,1.089,60481000000.0,3949000000.0,1563000000.0,1994000000.0,6.091,23386000000.0
246,61498f68b26daf86a7100561,MSFT,T,2006-09-30,2006-09-30,2020-04-29,2006-10-26,0.0,65354000000.0,67265500000.0,45358000000.0,19996000000.0,0.674,3.636,-1776000000.0,31832000000.0,31832000000.0,8093000000.0,12936000000.0,2.064,0.81,0.0,0.0,0.0,0.0,10097000000.0,918000000.0,0.0,0.012,0.35,18751000000.0,19669000000.0,0.434,19669000000.0,18751000000.0,18751000000.0,1.27,1.26,1.27,36101000000.0,40612750000.0,36101000000.0,246861543637.0,13.0,12.551,12360000000.0,1.245,1,37259000000.0,0.822,4873000000.0,0.0,6677000000.0,9164250000.0,2521000000.0,8762000000.0,0.0,8762000000.0,29253000000.0,21972000000.0,7281000000.0,278693543637.0,6065000000.0,-798000000.0,-22289000000.0,0.0,-3585000000.0,-25796000000.0,17725000000.0,20299000000.0,14136000000.0,37000000.0,12936000000.0,12936000000.0,12936000000.0,0.0,0.0,0.285,20359000000.0,16900000000.0,6051000000.0,0.276,7.72,21.544,22.323,3193000000.0,0.0,28.35,6.145,6.207,6879000000.0,-21556000000.0,45352000000.0,45352000000.0,6855000000.0,0.192,0.319,2.046,0.413,1609000000.0,13504000000.0,1,9830460093.0,9929000000,10010000000.0,4.568,60481000000.0,3949000000.0,5815000000.0,1994000000.0,6.091,23386000000.0
247,61498f68b26daf86a7100562,MSFT,TA,2006-09-30,2006-09-30,2020-04-29,2006-09-30,0.0,65354000000.0,67265500000.0,45358000000.0,19996000000.0,0.674,3.636,-1776000000.0,31832000000.0,31832000000.0,8093000000.0,12936000000.0,2.064,0.81,0.0,0.0,0.0,0.0,10097000000.0,918000000.0,0.0,0.013,0.35,18751000000.0,19669000000.0,0.434,19669000000.0,18751000000.0,18751000000.0,1.27,1.26,1.27,36101000000.0,40612750000.0,36101000000.0,238518275730.0,13.0,12.127,12360000000.0,1.245,1,37259000000.0,0.822,4873000000.0,0.0,6677000000.0,9164250000.0,2521000000.0,8762000000.0,0.0,8762000000.0,29253000000.0,21972000000.0,7281000000.0,272679275730.0,6083000000.0,-798000000.0,-22289000000.0,0.0,-3585000000.0,-25796000000.0,17725000000.0,16654000000.0,14136000000.0,37000000.0,12936000000.0,12936000000.0,12936000000.0,0.0,0.0,0.285,20359000000.0,16900000000.0,6051000000.0,0.276,7.553,21.079,21.535,3193000000.0,0.0,27.35,6.013,5.988,6879000000.0,-21556000000.0,45352000000.0,45352000000.0,6855000000.0,0.192,0.319,2.046,0.413,1609000000.0,13504000000.0,1,9969991800.0,9929000000,10010000000.0,4.568,60481000000.0,3949000000.0,5815000000.0,1994000000.0,6.091,23386000000.0
248,61498f68b26daf86a7100563,MSFT,Q,2006-06-30,2006-06-30,2020-04-29,2006-08-25,0.0,69597000000.0,,49010000000.0,20587000000.0,,3.936,-745000000.0,34161000000.0,34161000000.0,2130000000.0,2828000000.0,2.184,0.735,0.0,0.0,0.0,0.0,10902000000.0,261000000.0,0.0,0.014,0.18,4258000000.0,4519000000.0,0.383,4519000000.0,4258000000.0,4258000000.0,0.28,0.28,0.28,40104000000.0,,40104000000.0,223563288030.0,12.0,11.665,2536000000.0,0.249,1,9674000000.0,0.82,4405000000.0,0.0,8589000000.0,,1478000000.0,9232000000.0,0.0,9232000000.0,29493000000.0,22442000000.0,7051000000.0,257724288030.0,2336000000.0,-316000000.0,-3789000000.0,0.0,-917000000.0,-4684000000.0,3739000000.0,4800000000.0,3281000000.0,27000000.0,2828000000.0,2828000000.0,2828000000.0,0.0,0.0,0.24,5793000000.0,3881000000.0,6026000000.0,0.643,6.426,20.456,21.364,3044000000.0,0.0,25.85,5.82,6.093,9316000000.0,-18901000000.0,11804000000.0,11804000000.0,1861000000.0,,,,,341000000.0,3932000000.0,1,9969991800.0,10189000000,10243000000.0,1.159,65192000000.0,4551000000.0,1430000000.0,1557000000.0,6.398,26568000000.0
