,_id,ticker,period,calendarDate,reportPeriod,updated,dateKey,accumulatedOtherComprehensiveIncome,assets,assetsAverage,assetsCurrent,assetsNonCurrent,assetTurnover,bookValuePerShare,capitalExpenditure,cashAndEquivalents,cashAndEquivalentsUSD,costOfRevenue,consolidatedIncome,currentRatio,debtToEquityRatio,debt,debtCurrent,debtNonCurrent,debtUSD,deferredRevenue,depreciationAmortizationAndAccretion,deposits,dividendYield,dividendsPerBasicCommonShare,earningBeforeInterestTaxes,earningsBeforeInterestTaxesDepreciationAmortization,EBITDAMargin,earningsBeforeInterestTaxesDepreciationAmortizationUSD,earningBeforeInterestTaxesUSD,earningsBeforeTax,earningsPerBasicShare,earningsPerDilutedShare,earningsPerBasicShareUSD,shareholdersEquity,averageEquity,shareholdersEquityUSD,enterpriseValue,enterpriseValueOverEBIT,enterpriseValueOverEBITDA,freeCashFlow,freeCashFlowPerShare,foreignCurrencyUSDExchangeRate,grossProfit,grossMargin,goodwillAndIntangibleAssets,interestExpense,investedCapital,investedCapitalAverage,inventory,investments,investmentsCurrent,investmentsNonCurrent,totalLiabilities,currentLiabilities,liabilitiesNonCurrent,marketCapitalization,netCashFlow,netCashFlowBusinessAcquisitionsDisposals,issuanceEquityShares,issuanceDebtSecurities,paymentDividendsOtherCashDistributions,netCashFlowFromFinancing,netCashFlowFromInvesting,netCashFlowInvestmentAcquisitionsDisposals,netCashFlowFromOperations,effectOfExchangeRateChangesOnCash,netIncome,netIncomeCommonStock,netIncomeCommonStockUSD,netLossIncomeFromDiscontinuedOperations,netIncomeToNonControllingInterests,profitMargin,operatingExpenses,operatingIncome,tradeAndNonTradePayables,payoutRatio,priceToBookValue,priceEarnings,priceToEarningsRatio,propertyPlantEquipmentNet,preferredDividendsIncomeStatementImpact,sharePriceAdjustedClose,priceSales,priceToSalesRatio,tradeAndNonTradeReceivables,accumulatedRetainedEarningsDeficit,revenues,revenuesUSD,researchAndDevelopmentExpense,returnOnAverageAssets,returnOnAverageEquity,returnOnInvestedCapital,returnOnSales,shareBasedCompensation,sellingGeneralAndAdministrativeExpense,shareFactor,shares,weightedAverageShares,weightedAverageSharesDiluted,salesPerShare,tangibleAssetValue,taxAssets,incomeTaxExpense,taxLiabilities,tangibleAssetsBookValuePerShare,workingCapital
125,61498f68b26daf86a71004e8,MSFT,TA,2013-06-30,2013-06-30,2020-04-29,2013-06-30,1743000000.0,142431000000.0,131773750000.0,101466000000.0,40965000000.0,0.591,9.426,-4257000000.0,77022000000.0,77022000000.0,20385000000.0,21863000000.0,2.712,0.804,15600000000.0,2999000000.0,12601000000.0,15600000000.0,22399000000.0,3755000000.0,0.0,0.026,0.89,27052000000.0,30807000000.0,0.396,30807000000.0,27052000000.0,27052000000.0,2.61,2.58,2.61,78944000000.0,74261000000.0,78944000000.0,228200977152.0,8.0,7.407,24576000000.0,2.934,1,57464000000.0,0.738,17738000000.0,0.0,25854000000.0,23073000000.0,1938000000.0,10844000000.0,0.0,10844000000.0,63487000000.0,37417000000.0,26070000000.0,288488977152.0,-3134000000.0,-1584000000.0,-4429000000.0,3537000000.0,-7455000000.0,-8148000000.0,-23811000000.0,-17802000000.0,28833000000.0,-8000000.0,21863000000.0,21863000000.0,21863000000.0,0.0,0.0,0.281,30700000000.0,26764000000.0,5473000000.0,0.341,3.654,13.195,13.236,9991000000.0,0.0,34.545,3.706,3.716,17486000000.0,9895000000.0,77849000000.0,77849000000.0,10411000000.0,0.166,0.294,1.172,0.347,2197000000.0,20289000000.0,1,8351106590.0,8375000000,8470000000.0,9.295,124693000000.0,1632000000.0,5189000000.0,2301000000.0,14.889,64049000000.0
126,61498f68b26daf86a71004e9,MSFT,Q,2013-03-31,2013-03-31,2020-04-29,2013-04-18,2205000000.0,134105000000.0,,93524000000.0,40581000000.0,,9.169,-930000000.0,74483000000.0,74483000000.0,4787000000.0,6055000000.0,2.929,0.749,14195000000.0,2246000000.0,11949000000.0,14195000000.0,17905000000.0,1053000000.0,0.0,0.03,0.23,7603000000.0,8656000000.0,0.422,8656000000.0,7603000000.0,7603000000.0,0.72,0.72,0.72,76688000000.0,,76688000000.0,180140358726.0,8.0,7.253,8736000000.0,1.044,1,15702000000.0,0.766,17922000000.0,0.0,23966000000.0,,2133000000.0,11193000000.0,0.0,11193000000.0,57417000000.0,31929000000.0,25488000000.0,240428358726.0,-777000000.0,-108000000.0,-825000000.0,0.0,-1925000000.0,-2744000000.0,-7660000000.0,-7165000000.0,9666000000.0,-39000000.0,6055000000.0,6055000000.0,6055000000.0,0.0,0.0,0.296,8090000000.0,7612000000.0,5096000000.0,0.319,3.135,14.655,14.764,9204000000.0,0.0,28.79,3.163,3.168,11991000000.0,7657000000.0,20489000000.0,20489000000.0,2640000000.0,,,,,593000000.0,5450000000.0,1,8351106590.0,8364000000,8429000000.0,2.45,116183000000.0,1676000000.0,1548000000.0,3113000000.0,13.891,61595000000.0
127,61498f68b26daf86a71004ea,MSFT,T,2013-03-31,2013-03-31,2020-04-29,2013-04-18,2205000000.0,134105000000.0,126483750000.0,93524000000.0,40581000000.0,0.601,9.169,-3085000000.0,74483000000.0,74483000000.0,18810000000.0,16406000000.0,2.929,0.749,14195000000.0,2246000000.0,11949000000.0,14195000000.0,17905000000.0,3569000000.0,0.0,0.03,0.86,21266000000.0,24835000000.0,0.327,24835000000.0,21266000000.0,21266000000.0,1.95,1.96,1.95,76688000000.0,71115750000.0,76688000000.0,180140358726.0,8.0,7.253,27522000000.0,3.291,1,57202000000.0,0.753,17922000000.0,0.0,23966000000.0,21825750000.0,2133000000.0,11193000000.0,0.0,11193000000.0,57417000000.0,31929000000.0,25488000000.0,240428358726.0,-1148000000.0,-2090000000.0,-4305000000.0,2232000000.0,-7212000000.0,-9100000000.0,-22634000000.0,-16813000000.0,30607000000.0,-21000000.0,16406000000.0,16406000000.0,16406000000.0,0.0,0.0,0.216,36319000000.0,20883000000.0,5096000000.0,0.441,3.135,14.655,14.764,9204000000.0,0.0,28.79,3.163,3.168,11991000000.0,7657000000.0,76012000000.0,76012000000.0,10222000000.0,0.13,0.231,0.974,0.28,2124000000.0,19904000000.0,1,8351106590.0,8364000000,8429000000.0,9.088,116183000000.0,1676000000.0,4860000000.0,3113000000.0,13.891,61595000000.0
128,61498f68b26daf86a71004eb,MSFT,QA,2013-03-31,2013-03-31,2020-04-29,2013-03-31,2205000000.0,134105000000.0,,93524000000.0,40581000000.0,,9.169,-930000000.0,74483000000.0,74483000000.0,4787000000.0,6055000000.0,2.929,0.749,14195000000.0,2246000000.0,11949000000.0,14195000000.0,17905000000.0,1053000000.0,0.0,0.03,0.23,7603000000.0,8656000000.0,0.422,8656000000.0,7603000000.0,7603000000.0,0.72,0.72,0.72,76688000000.0,,76688000000.0,185478485651.0,9.0,7.468,8736000000.0,1.044,1,15702000000.0,0.766,17922000000.0,0.0,23966000000.0,,2133000000.0,11193000000.0,0.0,11193000000.0,57417000000.0,31929000000.0,25488000000.0,239602485651.0,-777000000.0,-108000000.0,-825000000.0,0.0,-1925000000.0,-2744000000.0,-7660000000.0,-7165000000.0,9666000000.0,-39000000.0,6055000000.0,6055000000.0,6055000000.0,0.0,0.0,0.296,8090000000.0,7612000000.0,5096000000.0,0.319,3.124,14.605,14.669,9204000000.0,0.0,28.605,3.152,3.148,11991000000.0,7657000000.0,20489000000.0,20489000000.0,2640000000.0,,,,,593000000.0,5450000000.0,1,8376244910.0,8364000000,8429000000.0,2.45,116183000000.0,1676000000.0,1548000000.0,3113000000.0,13.891,61595000000.0
129,61498f68b26daf86a71004ec,MSFT,TA,2013-03-31,2013-03-31,2020-04-29,2013-03-31,2205000000.0,134105000000.0,126483750000.0,93524000000.0,40581000000.0,0.601,9.169,-3085000000.0,74483000000.0,74483000000.0,18810000000.0,16406000000.0,2.929,0.749,14195000000.0,2246000000.0,11949000000.0,14195000000.0,17905000000.0,3569000000.0,0.0,0.03,0.86,21266000000.0,24835000000.0,0.327,24835000000.0,21266000000.0,21266000000.0,1.95,1.96,1.95,76688000000.0,71115750000.0,76688000000.0,185478485651.0,9.0,7.468,27522000000.0,3.291,1,57202000000.0,0.753,17922000000.0,0.0,23966000000.0,21825750000.0,2133000000.0,11193000000.0,0.0,11193000000.0,57417000000.0,31929000000.0,25488000000.0,239602485651.0,-1148000000.0,-2090000000.0,-4305000000.0,2232000000.0,-7212000000.0,-9100000000.0,-22634000000.0,-16813000000.0,30607000000.0,-21000000.0,16406000000.0,16406000000.0,16406000000.0,0.0,0.0,0.216,36319000000.0,20883000000.0,5096000000.0,0.441,3.124,14.605,14.669,9204000000.0,0.0,28.605,3.152,3.148,11991000000.0,7657000000.0,76012000000.0,76012000000.0,10222000000.0,0.13,0.231,0.974,0.28,2124000000.0,19904000000.0,1,8376244910.0,8364000000,8429000000.0,9.088,116183000000.0,1676000000.0,4860000000.0,3113000000.0,13.891,61595000000.0
130,61498f68b26daf86a71004ed,MSFT,Q,2012-12-31,2012-12-31,2020-04-29,2013-01-24,2006000000.0,128683000000.0,,89574000000.0,39109000000.0,,8.647,-930000000.0,68312000000.0,68312000000.0,5692000000.0,6377000000.0,2.807,0.773,14188000000.0,2241000000.0,11947000000.0,14188000000.0,19813000000.0,1009000000.0,0.0,0.03,0.23,7770000000.0,8779000000.0,0.409,8779000000.0,7770000000.0,7770000000.0,0.76,0.76,0.76,72576000000.0,,72576000000.0,177311646863.0,9.0,7.607,3850000000.0,0.459,1,15764000000.0,0.735,18068000000.0,0.0,24581000000.0,,1661000000.0,10707000000.0,0.0,10707000000.0,56107000000.0,31910000000.0,24197000000.0,231435646863.0,981000000.0,-311000000.0,-1513000000.0,2232000000.0,-1933000000.0,-1221000000.0,-2593000000.0,-959000000.0,4780000000.0,15000000.0,6377000000.0,6377000000.0,6377000000.0,0.0,0.0,0.297,7993000000.0,7771000000.0,4377000000.0,0.303,3.189,14.971,15.016,8698000000.0,0.0,27.63,3.173,3.18,14317000000.0,4236000000.0,21456000000.0,21456000000.0,2528000000.0,,,,,594000000.0,5465000000.0,1,8376244910.0,8393000000,8444000000.0,2.556,110615000000.0,1983000000.0,1393000000.0,3024000000.0,13.179,57664000000.0
131,61498f68b26daf86a71004ee,MSFT,T,2012-12-31,2012-12-31,2020-04-29,2013-01-24,2006000000.0,128683000000.0,122460000000.0,89574000000.0,39109000000.0,0.596,8.647,-2904000000.0,68312000000.0,68312000000.0,17975000000.0,15459000000.0,2.807,0.773,14188000000.0,2241000000.0,11947000000.0,14188000000.0,19813000000.0,3282000000.0,0.0,0.03,0.83,20026000000.0,23308000000.0,0.32,23308000000.0,20026000000.0,20026000000.0,1.84,1.84,1.84,72576000000.0,69108500000.0,72576000000.0,177311646863.0,9.0,7.607,27631000000.0,3.292,1,54955000000.0,0.754,18068000000.0,0.0,24581000000.0,21283000000.0,1661000000.0,10707000000.0,0.0,10707000000.0,56107000000.0,31910000000.0,24197000000.0,231435646863.0,-4593000000.0,-2066000000.0,-3412000000.0,2232000000.0,-6970000000.0,-7961000000.0,-27215000000.0,-21417000000.0,30535000000.0,48000000.0,15459000000.0,15459000000.0,15459000000.0,0.0,0.0,0.212,35310000000.0,19645000000.0,4377000000.0,0.451,3.189,14.971,15.016,8698000000.0,0.0,27.63,3.173,3.18,14317000000.0,4236000000.0,72930000000.0,72930000000.0,10099000000.0,0.126,0.224,0.941,0.275,2112000000.0,19018000000.0,1,8376244910.0,8393000000,8444000000.0,8.689,110615000000.0,1983000000.0,4567000000.0,3024000000.0,13.179,57664000000.0
132,61498f68b26daf86a71004ef,MSFT,Y,2012-12-31,2012-06-30,2020-04-29,2012-07-26,0.0,121271000000.0,114734750000.0,85084000000.0,36187000000.0,0.643,7.904,-2305000000.0,63040000000.0,63040000000.0,17530000000.0,16978000000.0,2.603,0.827,11944000000.0,1231000000.0,10713000000.0,11944000000.0,20059000000.0,2967000000.0,0.0,0.026,0.76,22267000000.0,25234000000.0,0.342,25234000000.0,22267000000.0,22267000000.0,2.02,2.0,2.02,66363000000.0,64633500000.0,66363000000.0,193363844127.0,9.0,7.663,29321000000.0,3.492,1,56193000000.0,0.762,16622000000.0,0.0,20865000000.0,22577000000.0,1137000000.0,9776000000.0,0.0,9776000000.0,54908000000.0,32688000000.0,22220000000.0,244459844127.0,-2672000000.0,-10112000000.0,-3116000000.0,0.0,-6385000000.0,-9408000000.0,-24786000000.0,-11975000000.0,31626000000.0,-104000000.0,16978000000.0,16978000000.0,16978000000.0,0.0,0.0,0.23,34430000000.0,21763000000.0,4989000000.0,0.376,3.684,14.399,14.436,8269000000.0,0.0,29.16,3.316,3.321,15780000000.0,566000000.0,73723000000.0,73723000000.0,9811000000.0,0.148,0.263,0.986,0.302,2151000000.0,18426000000.0,1,8383396575.0,8396000000,8506000000.0,8.781,104649000000.0,2035000000.0,5289000000.0,2682000000.0,12.464,52396000000.0
133,61498f68b26daf86a71004f0,MSFT,QA,2012-12-31,2012-12-31,2020-04-29,2012-12-31,2006000000.0,128683000000.0,,89574000000.0,39109000000.0,,8.647,-930000000.0,68312000000.0,68312000000.0,5692000000.0,6377000000.0,2.807,0.773,14188000000.0,2241000000.0,11947000000.0,14188000000.0,19813000000.0,1009000000.0,0.0,0.031,0.23,7770000000.0,8779000000.0,0.409,8779000000.0,7770000000.0,7770000000.0,0.76,0.76,0.76,72576000000.0,,72576000000.0,170107188196.0,8.0,7.298,3850000000.0,0.459,1,15764000000.0,0.735,18068000000.0,0.0,24581000000.0,,1661000000.0,10707000000.0,0.0,10707000000.0,56107000000.0,31910000000.0,24197000000.0,224801188196.0,981000000.0,-311000000.0,-1513000000.0,2232000000.0,-1933000000.0,-1221000000.0,-2593000000.0,-959000000.0,4780000000.0,15000000.0,6377000000.0,6377000000.0,6377000000.0,0.0,0.0,0.297,7993000000.0,7771000000.0,4377000000.0,0.303,3.097,14.542,14.516,8698000000.0,0.0,26.71,3.082,3.074,14317000000.0,4236000000.0,21456000000.0,21456000000.0,2528000000.0,,,,,594000000.0,5465000000.0,1,8416462491.0,8393000000,8444000000.0,2.556,110615000000.0,1983000000.0,1393000000.0,3024000000.0,13.179,57664000000.0
134,61498f68b26daf86a71004f1,MSFT,TA,2012-12-31,2012-12-31,2020-04-29,2012-12-31,2006000000.0,128683000000.0,122460000000.0,89574000000.0,39109000000.0,0.596,8.647,-2904000000.0,68312000000.0,68312000000.0,17975000000.0,15459000000.0,2.807,0.773,14188000000.0,2241000000.0,11947000000.0,14188000000.0,19813000000.0,3282000000.0,0.0,0.031,0.83,20026000000.0,23308000000.0,0.32,23308000000.0,20026000000.0,20026000000.0,1.84,1.84,1.84,72576000000.0,69108500000.0,72576000000.0,170107188196.0,8.0,7.298,27631000000.0,3.292,1,54955000000.0,0.754,18068000000.0,0.0,24581000000.0,21283000000.0,1661000000.0,10707000000.0,0.0,10707000000.0,56107000000.0,31910000000.0,24197000000.0,224801188196.0,-4593000000.0,-2066000000.0,-3412000000.0,2232000000.0,-6970000000.0,-7961000000.0,-27215000000.0,-21417000000.0,30535000000.0,48000000.0,15459000000.0,15459000000.0,15459000000.0,0.0,0.0,0.212,35310000000.0,19645000000.0,4377000000.0,0.451,3.097,14.542,14.516,8698000000.0,0.0,26.71,3.082,3.074,14317000000.0,4236000000.0,72930000000.0,72930000000.0,10099000000.0,0.126,0.224,0.941,0.275,2112000000.0,19018000000.0,1,8416462491.0,8393000000,8444000000.0,8.689,110615000000.0,1983000000.0,4567000000.0,3024000000.0,13.179,57664000000.0
135,61498f68b26daf86a71004f2,MSFT,YA,2012-12-31,2012-06-30,2020-04-29,2012-06-30,1422000000.0,121271000000.0,114734750000.0,85084000000.0,36187000000.0,0.643,7.904,-2305000000.0,63040000000.0,63040000000.0,17530000000.0,16978000000.0,2.603,0.827,11944000000.0,1231000000.0,10713000000.0,11944000000.0,20059000000.0,2967000000.0,0.0,0.025,0.76,22267000000.0,25234000000.0,0.342,25234000000.0,22267000000.0,22267000000.0,2.02,2.0,2.02,66363000000.0,64633500000.0,66363000000.0,209391494091.0,9.0,8.298,29321000000.0,3.492,1,56193000000.0,0.762,16622000000.0,0.0,20865000000.0,22577000000.0,1137000000.0,9776000000.0,0.0,9776000000.0,54908000000.0,32688000000.0,22220000000.0,256982494091.0,-2672000000.0,-10112000000.0,-3116000000.0,0.0,-6385000000.0,-9408000000.0,-24786000000.0,-11975000000.0,31626000000.0,-104000000.0,16978000000.0,16978000000.0,16978000000.0,0.0,0.0,0.23,34430000000.0,21763000000.0,4989000000.0,0.376,3.872,15.136,15.144,8269000000.0,0.0,30.59,3.486,3.484,15780000000.0,-856000000.0,73723000000.0,73723000000.0,9811000000.0,0.148,0.263,0.986,0.302,2151000000.0,18426000000.0,1,8400866103.0,8396000000,8506000000.0,8.781,104649000000.0,2035000000.0,5289000000.0,2682000000.0,12.464,52396000000.0
136,61498f68b26daf86a71004f3,MSFT,Q,2012-09-30,2012-09-30,2020-04-29,2012-10-18,1820000000.0,121876000000.0,,84051000000.0,37825000000.0,,8.199,-603000000.0,66644000000.0,66644000000.0,4168000000.0,4466000000.0,2.677,0.771,11950000000.0,2236000000.0,9714000000.0,11950000000.0,19587000000.0,710000000.0,0.0,0.027,0.2,5534000000.0,6244000000.0,0.39,6244000000.0,5534000000.0,5534000000.0,0.53,0.53,0.53,68836000000.0,,68836000000.0,193549561172.0,9.0,8.255,7881000000.0,0.939,1,11840000000.0,0.74,17889000000.0,0.0,17891000000.0,,1624000000.0,10038000000.0,0.0,10038000000.0,53040000000.0,31402000000.0,21638000000.0,248243561172.0,-1902000000.0,-1145000000.0,-1215000000.0,0.0,-1676000000.0,-2714000000.0,-7719000000.0,-5572000000.0,8484000000.0,47000000.0,4466000000.0,4466000000.0,4466000000.0,0.0,0.0,0.279,6532000000.0,5308000000.0,4046000000.0,0.377,3.606,15.806,15.773,8329000000.0,0.0,29.495,3.431,3.422,9871000000.0,932000000.0,16008000000.0,16008000000.0,2460000000.0,,,,,426000000.0,4072000000.0,1,8416462491.0,8396000000,8494000000.0,1.907,103987000000.0,2052000000.0,1068000000.0,3056000000.0,12.385,52649000000.0
137,61498f68b26daf86a71004f4,MSFT,T,2012-09-30,2012-09-30,2020-04-29,2012-10-18,1820000000.0,121876000000.0,118350000000.0,84051000000.0,37825000000.0,0.611,8.199,-2472000000.0,66644000000.0,66644000000.0,17921000000.0,15706000000.0,2.677,0.771,11950000000.0,2236000000.0,9714000000.0,11950000000.0,19587000000.0,2951000000.0,0.0,0.027,0.8,20495000000.0,23446000000.0,0.324,23446000000.0,20495000000.0,20495000000.0,1.87,1.86,1.87,68836000000.0,66994750000.0,68836000000.0,193549561172.0,9.0,8.255,29145000000.0,3.471,1,54438000000.0,0.752,17889000000.0,0.0,17891000000.0,21341500000.0,1624000000.0,10038000000.0,0.0,10038000000.0,53040000000.0,31402000000.0,21638000000.0,248243561172.0,-7845000000.0,-10382000000.0,-2733000000.0,0.0,-6720000000.0,-9253000000.0,-30190000000.0,-16609000000.0,31617000000.0,-19000000.0,15706000000.0,15706000000.0,15706000000.0,0.0,0.0,0.217,34570000000.0,19868000000.0,4046000000.0,0.428,3.606,15.806,15.773,8329000000.0,0.0,29.495,3.431,3.422,9871000000.0,932000000.0,72359000000.0,72359000000.0,9942000000.0,0.133,0.234,0.96,0.283,2089000000.0,18435000000.0,1,8416462491.0,8396000000,8494000000.0,8.618,103987000000.0,2052000000.0,4789000000.0,3056000000.0,12.385,52649000000.0
138,61498f68b26daf86a71004f5,MSFT,QA,2012-09-30,2012-09-30,2020-04-29,2012-09-30,1820000000.0,121876000000.0,,84051000000.0,37825000000.0,,8.199,-603000000.0,66644000000.0,66644000000.0,4168000000.0,4466000000.0,2.677,0.771,11950000000.0,2236000000.0,9714000000.0,11950000000.0,19587000000.0,710000000.0,0.0,0.027,0.2,5534000000.0,6244000000.0,0.39,6244000000.0,5534000000.0,5534000000.0,0.53,0.53,0.53,68836000000.0,,68836000000.0,198393882072.0,10.0,8.462,7881000000.0,0.939,1,11840000000.0,0.74,17889000000.0,0.0,17891000000.0,,1624000000.0,10038000000.0,0.0,10038000000.0,53040000000.0,31402000000.0,21638000000.0,249489882072.0,-1902000000.0,-1145000000.0,-1215000000.0,0.0,-1676000000.0,-2714000000.0,-7719000000.0,-5572000000.0,8484000000.0,47000000.0,4466000000.0,4466000000.0,4466000000.0,0.0,0.0,0.279,6532000000.0,5308000000.0,4046000000.0,0.377,3.624,15.885,15.914,8329000000.0,0.0,29.76,3.448,3.453,9871000000.0,932000000.0,16008000000.0,16008000000.0,2460000000.0,,,,,426000000.0,4072000000.0,1,8383396575.0,8396000000,8494000000.0,1.907,103987000000.0,2052000000.0,1068000000.0,3056000000.0,12.385,52649000000.0
139,61498f68b26daf86a71004f6,MSFT,TA,2012-09-30,2012-09-30,2020-04-29,2012-09-30,1820000000.0,121876000000.0,118350000000.0,84051000000.0,37825000000.0,0.611,8.199,-2472000000.0,66644000000.0,66644000000.0,17921000000.0,15706000000.0,2.677,0.771,11950000000.0,2236000000.0,9714000000.0,11950000000.0,19587000000.0,2951000000.0,0.0,0.027,0.8,20495000000.0,23446000000.0,0.324,23446000000.0,20495000000.0,20495000000.0,1.87,1.86,1.87,68836000000.0,66994750000.0,68836000000.0,198393882072.0,10.0,8.462,29145000000.0,3.471,1,54438000000.0,0.752,17889000000.0,0.0,17891000000.0,21341500000.0,1624000000.0,10038000000.0,0.0,10038000000.0,53040000000.0,31402000000.0,21638000000.0,249489882072.0,-7845000000.0,-10382000000.0,-2733000000.0,0.0,-6720000000.0,-9253000000.0,-30190000000.0,-16609000000.0,31617000000.0,-19000000.0,15706000000.0,15706000000.0,15706000000.0,0.0,0.0,0.217,34570000000.0,19868000000.0,4046000000.0,0.428,3.624,15.885,15.914,8329000000.0,0.0,29.76,3.448,3.453,9871000000.0,932000000.0,72359000000.0,72359000000.0,9942000000.0,0.133,0.234,0.96,0.283,2089000000.0,18435000000.0,1,8383396575.0,8396000000,8494000000.0,8.618,103987000000.0,2052000000.0,4789000000.0,3056000000.0,12.385,52649000000.0
140,61498f68b26daf86a71004f7,MSFT,Q,2012-06-30,2012-06-30,2020-04-29,2012-07-26,0.0,121271000000.0,,85084000000.0,36187000000.0,,7.91,-622000000.0,63040000000.0,63040000000.0,4163000000.0,-492000000.0,2.603,0.827,11944000000.0,1231000000.0,10713000000.0,11944000000.0,20059000000.0,797000000.0,0.0,0.026,0.2,359000000.0,1156000000.0,0.064,1156000000.0,359000000.0,359000000.0,-0.06,-0.05,-0.06,66363000000.0,,66363000000.0,193363844127.0,9.0,7.663,7055000000.0,0.841,1,13896000000.0,0.769,16622000000.0,0.0,20865000000.0,,1137000000.0,9776000000.0,0.0,9776000000.0,54908000000.0,32688000000.0,22220000000.0,244459844127.0,550000000.0,-526000000.0,-752000000.0,0.0,-1678000000.0,-2421000000.0,-4662000000.0,-3117000000.0,7677000000.0,-44000000.0,-492000000.0,-492000000.0,-492000000.0,0.0,0.0,-0.027,13704000000.0,192000000.0,4989000000.0,-3.333,3.684,14.399,14.436,8269000000.0,0.0,29.16,3.316,3.321,15780000000.0,566000000.0,18059000000.0,18059000000.0,2594000000.0,,,,,511000000.0,4917000000.0,1,8383396575.0,8390000000,8518000000.0,2.152,104649000000.0,2035000000.0,851000000.0,2682000000.0,12.473,52396000000.0
141,61498f68b26daf86a71004f8,MSFT,QA,2012-06-30,2012-06-30,2020-04-29,2012-06-30,1422000000.0,121271000000.0,,85084000000.0,36187000000.0,,7.91,-622000000.0,63040000000.0,63040000000.0,4163000000.0,-492000000.0,2.603,0.827,11944000000.0,1231000000.0,10713000000.0,11944000000.0,20059000000.0,797000000.0,0.0,0.025,0.2,359000000.0,1156000000.0,0.064,1156000000.0,359000000.0,359000000.0,-0.06,-0.05,-0.06,66363000000.0,,66363000000.0,209391494091.0,9.0,8.298,7055000000.0,0.841,1,13896000000.0,0.769,16622000000.0,0.0,20865000000.0,,1137000000.0,9776000000.0,0.0,9776000000.0,54908000000.0,32688000000.0,22220000000.0,256982494091.0,550000000.0,-526000000.0,-752000000.0,0.0,-1678000000.0,-2421000000.0,-4662000000.0,-3117000000.0,7677000000.0,-44000000.0,-492000000.0,-492000000.0,-492000000.0,0.0,0.0,-0.027,13704000000.0,192000000.0,4989000000.0,-3.333,3.872,15.136,15.144,8269000000.0,0.0,30.59,3.486,3.484,15780000000.0,-856000000.0,18059000000.0,18059000000.0,2594000000.0,,,,,511000000.0,4917000000.0,1,8400866103.0,8390000000,8518000000.0,2.152,104649000000.0,2035000000.0,851000000.0,2682000000.0,12.473,52396000000.0
142,61498f68b26daf86a71004f9,MSFT,T,2012-06-30,2012-06-30,2020-04-29,2012-07-26,0.0,121271000000.0,114734750000.0,85084000000.0,36187000000.0,0.643,7.904,-2305000000.0,63040000000.0,63040000000.0,17530000000.0,16978000000.0,2.603,0.827,11944000000.0,1231000000.0,10713000000.0,11944000000.0,20059000000.0,2967000000.0,0.0,0.026,0.76,22267000000.0,25234000000.0,0.342,25234000000.0,22267000000.0,22267000000.0,2.02,2.0,2.02,66363000000.0,64633500000.0,66363000000.0,193363844127.0,9.0,7.663,29321000000.0,3.492,1,56193000000.0,0.762,16622000000.0,0.0,20865000000.0,22577000000.0,1137000000.0,9776000000.0,0.0,9776000000.0,54908000000.0,32688000000.0,22220000000.0,244459844127.0,-2672000000.0,-10112000000.0,-3116000000.0,0.0,-6385000000.0,-9408000000.0,-24786000000.0,-11975000000.0,31626000000.0,-104000000.0,16978000000.0,16978000000.0,16978000000.0,0.0,0.0,0.23,34430000000.0,21763000000.0,4989000000.0,0.376,3.684,14.399,14.436,8269000000.0,0.0,29.16,3.316,3.321,15780000000.0,566000000.0,73723000000.0,73723000000.0,9811000000.0,0.148,0.263,0.986,0.302,2151000000.0,18426000000.0,1,8383396575.0,8396000000,8506000000.0,8.781,104649000000.0,2035000000.0,5289000000.0,2682000000.0,12.464,52396000000.0
143,61498f68b26daf86a71004fa,MSFT,TA,2012-06-30,2012-06-30,2020-04-29,2012-06-30,1422000000.0,121271000000.0,114734750000.0,85084000000.0,36187000000.0,0.643,7.904,-2305000000.0,63040000000.0,63040000000.0,17530000000.0,16978000000.0,2.603,0.827,11944000000.0,1231000000.0,10713000000.0,11944000000.0,20059000000.0,2967000000.0,0.0,0.025,0.76,22267000000.0,25234000000.0,0.342,25234000000.0,22267000000.0,22267000000.0,2.02,2.0,2.02,66363000000.0,64633500000.0,66363000000.0,209391494091.0,9.0,8.298,29321000000.0,3.492,1,56193000000.0,0.762,16622000000.0,0.0,20865000000.0,22577000000.0,1137000000.0,9776000000.0,0.0,9776000000.0,54908000000.0,32688000000.0,22220000000.0,256982494091.0,-2672000000.0,-10112000000.0,-3116000000.0,0.0,-6385000000.0,-9408000000.0,-24786000000.0,-11975000000.0,31626000000.0,-104000000.0,16978000000.0,16978000000.0,16978000000.0,0.0,0.0,0.23,34430000000.0,21763000000.0,4989000000.0,0.376,3.872,15.136,15.144,8269000000.0,0.0,30.59,3.486,3.484,15780000000.0,-856000000.0,73723000000.0,73723000000.0,9811000000.0,0.148,0.263,0.986,0.302,2151000000.0,18426000000.0,1,8400866103.0,8396000000,8506000000.0,8.781,104649000000.0,2035000000.0,5289000000.0,2682000000.0,12.464,52396000000.0
